ID;County;Site_Name;Easting;Northing;Depth;New_Code;Sample_Date;pH;T;O(0);Eh;Alkalinity;N(-3);N(3);N(5);P;C(-4);Si;Cl;F;S(6);Na;K;Mg;Ca;Fe;Mn;B;Al;Cr;Ni;Cu;Zn;As;Cd;Sb;Ba;Pb;U;Hg;Co;Mo;Sr;Ag;Be
7779;Meath;Ryewater RW2Transition;294895;239024;;IE_EA_G_0008_2300_0026;12/06/12;7;11.3;5.3;57;188;-0.026;-0.007;0.62;-0.015;-2;8;118;0.2;37;55.1;0.7;11.9;172;16;250;22;-5;-1;-1;-1;2;-0.5;-0.1;-0.5;58;-0.5;1.4;-0.05;3.5;0.9;511;nd;-0.5
7780;Meath;Ryewater RW3Deep;294859;238652;;IE_EA_G_0008_2300_0027;12/06/12;7.8;10.9;2.8;-180;159;0.162;-0.007;-0.36;-0.015;-2;10;25;1.6;34;73.1;2.7;24.2;28.9;12;7;286;-5;-1;-1;-1;1;-0.5;-0.1;-0.5;82;-0.5;-0.1;-0.05;-0.5;-0.5;3460;nd;-0.5
7781;Meath;Ryewater RW3Shallow;294872;238674;;IE_EA_G_0008_2300_0028;12/06/12;6.9;10.9;0.4;70;203;0.029;-0.007;-0.36;-0.015;4;14;17;0.4;38;19.6;1.8;19.9;118;115;190;49;-5;-1;-1;-1;189;4.1;-0.1;1.1;58;-0.5;1.5;-0.05;-0.5;1.4;736;nd;-0.5
7782;Meath;Ryewater RW3Transition;294872;238674;;IE_EA_G_0008_2300_0029;12/06/12;7.1;10.9;0.3;-113;200;0.349;-0.007;-0.36;-0.015;-2;12;20;0.4;32;21;1.7;18.7;103;1970;746;61;-5;-1;-1;-1;21;4.7;-0.1;-0.5;76;-0.5;0.7;-0.05;-0.5;4.1;1010;nd;-0.5
7783;Meath;Ryewater RW3Subsoil;294872;238674;;IE_EA_G_0008_2300_0030;12/06/12;6.6;10.7;1.8;134;198;-0.026;-0.007;1.15;-0.015;3;9;24;0.2;32;19.9;0.4;6.88;151;14;77;26;-5;-1;-1;-1;1;-0.5;-0.1;-0.5;85;-0.5;1.2;-0.05;-0.5;-0.5;374;nd;-0.5
7784;Meath;Ryewater SW1;294812;238574;;IE_EA_G_0008_2300_0031;12/06/12;7.9;12.7;9;93;207;0.037;0.056;5.59;0.067;-2;8;19;0.2;26;12;2.6;7.7;150;46;57;30;-5;-1;1;1;1;0.9;-0.1;-0.5;41;-0.5;2.2;-0.05;-0.5;1;402;nd;-0.5
7785;Limerick;Kilfinnane/Mortlestown;166000;121780;;IE_SH_G_0055_3600_0015;12/06/12;7;10.7;8;346;139;-0.026;-0.007;20.95;0.078;-2;6;15;-0.2;6;10.4;1.3;12.4;81.4;-10;-1;11;-5;-1;-1;3;20;-0.5;-0.1;-0.5;97;-0.5;1.5;-0.05;-0.5;-0.5;91;nd;-0.5
7786;Limerick;MartinstownBallinverena WS;170135;126474;;IE_SH_G_0055_3600_0017;12/06/12;6.6;10.1;6.3;366;89;-0.026;-0.007;3.99;0.016;-2;6;13;-0.2;4;8.3;0.6;5.72;56.3;-10;-1;-10;-5;-1;-1;1;1;-0.5;-0.1;-0.5;34;-0.5;0.6;-0.05;-0.5;-0.5;69;nd;-0.5
7787;Limerick;Herbertstown BH2;169020;142378;;IE_SH_G_0106_3600_0014;12/06/12;7.3;11.5;4.1;473;143;-0.026;-0.007;10.98;0.037;-2;11;20;-0.2;13;14.5;2.2;21;70.7;-10;-1;21;-5;1;-1;2;8;-0.5;-0.1;-0.5;112;-0.5;0.3;-0.05;-0.5;-0.5;362;nd;-0.5
7788;Limerick;Knocklong BH in Field;172626;131016;;IE_SH_G_0193_3600_0016;12/06/12;7.1;12.4;3.6;633;203;-0.026;-0.007;10.05;0.452;3;13;19;-0.2;13;14.5;4.9;19.7;112;-10;-1;23;-5;-1;-1;4;4;3.5;-0.1;-0.5;12;-0.5;0.4;-0.05;-0.5;-0.5;146;nd;-0.5
7789;Mayo;Kilkelly ;144099;291898;;IE_WE_G_0032_2200_0013;12/06/12;7.3;11;7.9;100;153;-0.026;-0.007;4.87;-0.015;-2;5;15;0.2;11;9.2;1.5;4.54;115;36;5;11;-5;-1;-1;-1;30;-0.5;-0.1;-0.5;112;-0.5;0.5;-0.05;-0.5;-0.5;291;nd;-0.5
7790;Mayo;Bohola;133469;295182;;IE_WE_G_0033_2200_0004;12/06/12;7;12.3;4;149;63;-0.026;-0.007;-0.36;0.015;-2;2;21;-0.2;7;13.5;1.4;3.77;37.5;11;2;11;-5;-1;-1;1;2;-0.5;-0.1;-0.5;69;-0.5;0.2;-0.05;-0.5;-0.5;108;nd;-0.5
7791;Mayo;Charlestown;145599;299498;;IE_WE_G_0033_2200_0005;12/06/12;7.1;10;7.8;121;150;-0.026;-0.007;7.04;-0.015;-2;7;14;-0.2;8;9.7;1.3;5.11;109;-10;1;12;-5;-1;-1;-1;12;-0.5;-0.1;-0.5;133;-0.5;0.3;-0.05;-0.5;-0.5;219;nd;-0.5
7792;Mayo;Kilaturley;142210;298725;;IE_WE_G_0033_2200_0012;12/06/12;7.2;10.1;6.2;129;151;-0.026;-0.007;7.04;-0.015;-2;6;15;-0.2;8;9.1;0.9;7.01;111;38;2;11;-5;-1;-1;-1;16;-0.5;-0.1;-0.5;102;-0.5;0.4;-0.05;-0.5;-0.5;322;nd;-0.5
7793;Mayo;Swinford;138799;297498;;IE_WE_G_0033_2200_0019;12/06/12;6.9;11.2;6.7;142;113;-0.026;0.026;3.46;-0.015;-2;4;13;-0.2;6;8.4;1.7;3.75;71;170;7;12;20;-1;-1;1;20;-0.5;-0.1;-0.5;64;-0.5;0.4;-0.05;-0.5;-0.5;331;nd;-0.5
7794;Mayo;Kilasser;135713;307113;;IE_WE_G_0034_2200_0011;12/06/12;7.2;9.9;8;126;143;-0.026;-0.007;1.68;-0.015;-2;4;12;-0.2;5;7.9;1.2;2.97;107;29;4;12;7;-1;-1;-1;10;-0.5;-0.1;-0.5;70;-0.5;0.5;-0.05;-0.5;-0.5;153;nd;-0.5
7795;Monaghan;The Wood;267929;335904;;IE_NB_G_0012_2400_0008;13/06/12;7;11.7;0.2;-31;185;0.132;-0.007;-0.36;-0.015;1.9;13;18;0.4;47;29.7;1.8;27.4;87;353;132;92;-5;-1;-1;1;-1;2.4;-0.1;-0.5;107;-0.5;0.2;-0.05;-0.5;0.9;1210;nd;-0.5
7796;Monaghan;Cappog Bridge;263825;335589;;IE_NB_G_0013_2400_0001;13/06/12;6.9;11.1;0.3;-29;207;0.152;-0.007;-0.36;-0.015;2.5;13;20;0.4;33;16.3;1.6;26.9;113;1270;60;59;-5;-1;-1;-1;1;1.6;-0.1;-0.5;100;-0.5;0.3;-0.05;-0.5;0.9;1450;nd;-0.5
7797;Monaghan;Tydavnet (PWA);257259;340427;;IE_NB_G_0014_2400_0010;13/06/12;7.1;11.7;1.1;-83;193;0.215;-0.007;-0.36;0.018;-1.5;13;14;2.1;144;88.1;3.9;32.6;77.6;470;66;506;-5;-1;-1;-1;9;-0.5;-0.1;-0.5;45;-0.5;0.8;-0.05;-0.5;0.9;5230;nd;-0.5
7798;Cavan;Miltown Well;234823;312195;;IE_NW_G_0063_0200_0004;13/06/12;6.6;12.1;0.2;52;171;0.234;-0.007;-0.36;-0.015;1.8;21;19;0.8;500;28.2;2.7;56.2;225;1070;17;264;-5;-1;7;-1;92;-0.5;-0.1;-0.5;121;-0.5;-0.1;-0.05;0.7;-0.5;7470;nd;-0.5
7799;Monaghan;Cavanreagh BH1;248782;319833;;IE_NW_G_0063_2400_0002;13/06/12;6.7;11.4;1.2;34;220;0.074;-0.007;-0.36;-0.015;2.2;11;15;-0.2;132;14.6;1.9;44.1;133;262;174;49;-5;-1;-1;3;14;0.7;-0.1;-0.5;68;-0.5;0.4;-0.05;-0.5;-0.5;1320;nd;-0.5
7800;Wexford;Carrickbyrne WS;283269;124270;;IE_SE_G_0001_3300_0002;13/06/12;6.1;11.2;7.5;173;18;-0.026;-0.007;12.62;0.015;1.5;11;31;-0.2;11;20;1.3;6.24;11.9;-10;-1;17;-5;-1;-1;7;8;-0.5;-0.1;-0.5;8;1.1;-0.1;-0.05;-0.5;-0.5;47;nd;-0.5
7801;Tipperary South;Coolnamuck;238687;121347;;IE_SE_G_0030_3700_0002;13/06/12;7;11.4;7.2;177;133;-0.026;-0.007;8.77;0.034;1.9;7;12;-0.2;7;8.3;1;5.37;84.4;-10;-1;15;-5;-1;1;12;62;-0.5;-0.1;-0.5;12;2;0.7;-0.05;-0.5;-0.5;103;nd;-0.5
7802;Waterford;Ballyduff/Kilmeaden WS;248278;110242;;IE_SE_G_0149_3800_0001;13/06/12;5.8;10.7;5.6;195;29;-0.026;-0.007;19.62;0.025;1.8;7;19;-0.2;13;13.1;1.1;8.33;19;-10;-1;22;-5;-1;-1;-1;2;-0.5;-0.1;-0.5;1;-0.5;-0.1;-0.05;-0.5;-0.5;44;nd;-0.5
7803;Kilkenny;Pilltown WS;247760;125427;;IE_SE_G_0155_1500_0015;13/06/12;5.3;10.9;9.6;169;8;-0.026;-0.007;20.46;0.018;1.5;7;17;-0.2;7;10.1;1.8;5;9.1;-10;3;15;20;-1;2;-1;4;-0.5;-0.1;-0.5;34;-0.5;-0.1;-0.05;-0.5;-0.5;34;nd;1.2
7804;Galway;Ballygar;176525;252950;;IE_SH_G_0028_1200_0002;13/06/12;6.9;10.5;2.5;72;222;0.047;0.013;3.08;-0.015;4.4;6;16;0.2;15;11.5;3.8;10.5;149;67;79;27;-5;-1;4;1;16;1.4;-0.1;-0.5;46;-0.5;1;-0.05;0.8;1.5;284;nd;-0.5
7805;Longford;Newtown Cashel;203435;258272;;IE_SH_G_0091_2000_0001;13/06/12;7;10.5;5.3;166;210;-0.026;0.007;9.34;-0.015;2.8;7;17;-0.2;11;9.8;2.2;20.7;142;-10;-1;15;-5;-1;-1;-1;35;-0.5;-0.1;-0.5;19;-0.5;1.3;-0.05;-0.5;-0.5;165;nd;-0.5
7806;Roscommon;Ballinaguard Spring (Roscommon Central);187435;261877;;IE_SH_G_0091_2600_0003;13/06/12;6.9;10.3;4.6;109;203;-0.026;0.007;6.81;-0.015;3.8;5;15;0.2;8;9.4;2.5;7.65;149;12;4;19;-5;-1;-1;-1;14;-0.5;-0.1;-0.5;38;-0.5;0.8;-0.05;-0.5;-0.5;200;nd;-0.5
7807;Roscommon;Toberreeoge Spring (knockcroghery);193375;259772;;IE_SH_G_0091_2600_0015;13/06/12;7;10.3;5.7;110;207;-0.026;-0.007;8.28;0.015;2.7;6;14;0.2;7;7.7;1.2;9.78;144;-10;-1;14;-5;1;-1;-1;4;-0.5;-0.1;-0.5;13;-0.5;1.1;-0.05;-0.5;-0.5;182;nd;-0.5
7808;Roscommon;Killeglin (South Roscommon);188681;240444;;IE_SH_G_0225_2600_0010;13/06/12;7.1;10.5;2.2;99;168;-0.026;-0.007;6.51;-0.015;7.9;4;12;-0.2;8;7.4;3;9.4;120;24;-1;15;-5;-1;-1;-1;7;-0.5;-0.1;-0.5;10;-0.5;0.6;-0.05;-0.5;-0.5;115;nd;-0.5
7809;Roscommon;Mount Talbot;182030;252372;;IE_SH_G_0225_2600_0012;13/06/12;7;10.3;4.3;102;229;-0.026;-0.007;6.69;-0.015;4.7;6;14;0.2;8;8.5;2.7;8.03;153;18;2;17;-5;-1;-1;-1;33;-0.5;-0.1;-0.5;20;-0.5;1.1;-0.05;-0.5;-0.5;182;nd;-0.5
7810;Louth;Carlingford;319252;310896;;IE_NB_G_0015_2100_0003;14/06/12;7;11;9.5;122;146;-0.026;-0.007;10.05;-0.015;-2;14;20;-0.2;15;13.8;1.8;6.84;98.8;-10;-1;29;-5;-1;-1;4;6;-0.5;-0.1;-0.5;5;-0.5;0.4;-0.05;-0.5;-0.5;455;nd;-0.5
7811;Monaghan;Monanny;284131;305452;;IE_NB_G_0016_2400_0006;14/06/12;6.9;11.1;4.4;194;144;-0.026;-0.007;7.71;0.015;-2;9;19;-0.2;15;14.3;2.7;7.73;95.7;-10;4;18;-5;-1;-1;3;4;-0.5;-0.1;-0.5;60;-0.5;0.8;-0.05;-0.5;-0.5;115;nd;-0.5
7812;Monaghan;Spring Lake;286001;303727;;IE_NB_G_0016_2400_0007;14/06/12;7;10.1;2.2;215;190;-0.026;-0.007;6.95;-0.015;-2;8;16;0.2;17;33.3;1.9;17.1;90.7;-10;-1;55;-5;-1;-1;2;53;1.5;-0.1;1.3;159;-0.5;1.6;-0.05;-0.5;-0.5;194;nd;-0.5
7813;Meath;Kilmainhamwood;277851;289335;;IE_NB_G_0019_2300_0007;14/06/12;7.2;10.6;0.6;172;148;-0.026;-0.007;2.21;-0.015;-2;10;11;-0.2;7;11.1;1;29;58.5;-10;-1;12;-5;-1;-1;5;10;-0.5;-0.1;-0.5;119;0.7;0.6;-0.05;-0.5;-0.5;131;nd;-0.5
7814;Louth;Ardtullybeg;319577;306271;;IE_NB_G_0024_2100_0001;14/06/12;6.9;12.2;10.6;667;176;-0.026;-0.007;15.9;-0.015;-2;17;26;-0.2;23;16.9;2.2;12;133;-10;-1;37;-5;-1;-1;5;25;-0.5;-0.1;-0.5;17;-0.5;0.7;-0.05;-0.5;-0.5;337;nd;-0.5
7815;Limerick;Bruree BH;154670;130510;;IE_SH_G_0046_3600_0003;14/06/12;6.9;11.3;3.5;154;173;-0.026;-0.007;9.39;0.017;-2;8;25;-0.2;16;18.5;3.9;15.1;124;-10;-1;26;-5;-1;-1;2;3;0.6;-0.1;-0.5;78;-0.5;0.8;-0.05;-0.5;-0.5;169;nd;-0.5
7816;Limerick;Croom;156763;141202;;IE_SH_G_0084_3600_0007;14/06/12;6.9;11.2;4.8;235;229;-0.026;-0.007;9.65;-0.015;2.2;6;28;-0.2;23;17.5;3.1;25.1;133;549;2;25;-5;-1;1;4;21;-0.5;-0.1;-0.5;20;-0.5;0.5;-0.05;-0.5;-0.5;328;nd;-0.5
7817;Limerick;Fedamore;159312;144515;;IE_SH_G_0084_3600_0010;14/06/12;6.9;11.3;4.4;283;242;-0.026;-0.007;10.36;-0.015;-2;7;33;0.2;28;21.2;4.1;25.3;140;-10;-1;19;-5;-1;-1;2;302;0.5;-0.1;-0.5;38;2;0.9;0.17;-0.5;-0.5;213;nd;-0.5
7818;Limerick;Bruff (Moloney's Field);162620;136820;;IE_SH_G_0107_3600_0002;14/06/12;6.8;11.5;2.9;467;229;-0.026;-0.007;14.13;-0.015;-2;9;32;0.2;27;20.7;4.6;14;151;-10;-1;49;-5;-1;-1;6;11;-0.5;-0.1;-0.5;25;-0.5;0.7;-0.05;-0.5;-0.5;336;nd;-0.5
7819;Cork;Charleville WS (BH 3);153061;114603;;IE_SW_G_0082_0500_0008;14/06/12;6.8;11.7;5.9;265;122;-0.026;-0.007;12.84;0.047;-2;12;20;-0.2;9;12.6;4;11.1;74.2;-10;-1;12;8;-1;-1;2;5;-0.5;-0.1;-0.5;180;-0.5;1.1;-0.05;-0.5;-0.5;105;nd;-0.5
7820;Meath;Dunshaughlin Bore (College Park);296611;252259;;IE_EA_G_0002_2300_0002;18/06/12;6.9;11.8;0.6;22;205;0.029;-0.007;-0.36;0.016;-1.5;7;22;0.2;61;10.5;1;9.91;140;291;128;23;-5;-1;1;1;8;1.1;-0.1;-0.5;44;-0.5;1.1;-0.05;-0.5;2.6;728;nd;-0.5
7821;Meath;Killmessan (Swainstown);289091;257282;;IE_EA_G_0002_2300_0006;18/06/12;7;11.5;4.2;61;188;-0.026;-0.007;1.02;-0.015;-1.5;10;20;0.8;65;20.5;1.4;23.2;107;86;63;57;-5;-1;2;5;33;-0.5;-0.1;-0.5;43;0.8;0.8;-0.05;-0.5;-0.5;2530;nd;-0.5
7822;Meath;Trim Waterworks;282885;255978;;IE_EA_G_0002_2300_0011;18/06/12;7.1;11.5;2;-24;178;0.094;-0.007;-0.36;nd;-1.5;8;16;0.5;24;13.8;1.4;14.7;94.8;1080;103;27;-5;-1;5;1;15;-0.5;-0.1;-0.5;32;-0.5;0.2;-0.05;-0.5;1;435;nd;-0.5
7823;Dublin;Bog of the Ring  PW3;317427;260377;;IE_EA_G_0014_0900_0008;18/06/12;7.3;12.7;6.2;-31;198;0.14;-0.007;-0.36;0.02;2;10;28;0.3;218;29.5;4.2;28.9;144;864;552;57;-5;-1;4;-1;48;8.2;-0.1;-0.5;42;-0.5;3.5;-0.05;1;2.8;918;nd;-0.5
7824;Meath;Curragha PW1;303369;255734;;IE_EA_G_0014_2300_0001;18/06/12;6.8;11.6;0.4;-6;205;0.094;-0.007;-0.36;-0.015;1.7;8;23;0.3;113;14;1.7;13.7;160;1340;350;27;-5;-1;18;-1;73;3.5;-0.1;-0.5;85;-0.5;1.3;-0.05;1.8;2;799;nd;-0.5
7825;Meath;Kiltrough PWS;311144;272937;;IE_EA_G_0016_2300_0009;18/06/12;7;11.7;0.6;77;188;0.065;-0.007;3.45;-0.015;-1.5;9;25;0.2;26;15.7;2.5;14.1;107;-10;5;20;6;-1;2;1;8;-0.5;-0.1;-0.5;6;-0.5;1.7;-0.05;-0.5;-0.5;336;nd;-0.5
7826;Kilkenny;Nuenna NU1Deep;235326;163831;;IE_SE_G_0156_1500_0020;18/06/12;7.1;10.9;5.6;145;195;-0.026;-0.007;16.25;-0.015;-1.5;6;18;-0.2;9;9.1;2.5;12.1;125;22;1;36;-5;-1;17;2;28;-0.5;-0.1;-0.5;27;-0.5;0.7;-0.05;-0.5;-0.5;139;nd;-0.5
7827;Kilkenny;Nuenna NU1Transition;235326;163831;;IE_SE_G_0156_1500_0021;18/06/12;7;10.5;7.3;152;251;-0.026;0.007;10.66;nd;2.3;19;16;0.2;34;17.3;3;16.2;137;-10;20;46;-5;-1;1;1;7;-0.5;-0.1;-0.5;72;-0.5;1.8;-0.05;-0.5;-0.5;366;nd;-0.5
7828;Kilkenny;Nuenna NU2Subsoil;236251;163734;;IE_SE_G_0156_1500_0022;18/06/12;11.2;10.8;4;143;34;-0.026;0.473;20.09;-0.015;-1.5;3;15;-0.2;9;9;3.6;1.73;26.9;-10;-1;-10;-5;10;-1;1;2;-0.5;-0.1;0.5;26;-0.5;-0.1;-0.05;-0.5;0.6;177;nd;-0.5
7829;Kilkenny;Nuenna NU2Deep;236254;163729;;IE_SE_G_0156_1500_0023;18/06/12;7;11.1;5.2;154;224;-0.026;-0.007;10.81;-0.015;-1.5;6;13;-0.2;9;7.2;1.4;16.3;126;-10;-1;12;-5;-1;14;-1;4;-0.5;-0.1;-0.5;14;0.5;2.2;-0.05;-0.5;-0.5;143;nd;-0.5
7830;Kilkenny;Nuenna NU2Shallow;236252;163732;;IE_SE_G_0156_1500_0024;18/06/12;11.1;10.9;0.1;142;41;0.192;0.404;-0.36;-0.015;-1.5;20;15;0.2;29;23.2;24.9;-0.25;9.4;-10;-1;14;220;-1;-1;-1;-1;2.7;-0.1;1.5;9;-0.5;-0.1;-0.05;-0.5;3.2;116;nd;-0.5
7831;Kilkenny;Nuenna SW1;236254;163729;;IE_SE_G_0156_1500_0025;18/06/12;7.2;10.7;9.9;194;195;-0.026;0.013;16.37;0.017;2;5;13;-0.2;7;6.6;2.5;12.2;121;-10;4;21;-5;-1;-1;1;3;-0.5;-0.1;-0.5;22;0.6;0.5;-0.05;-0.5;-0.5;124;nd;-0.5
7832;Mayo;Glencastle GC1Shallow;76190;327250;;IE_WE_G_0057_2200_0021;18/06/12;5.8;10.3;3.3;64;31;-0.026;-0.007;1.46;0.021;-1.5;15;53;-0.2;71;36.6;4.9;13.1;21;41;34;14;13;-1;4;2;17;-0.5;1.2;-0.5;42;-0.5;0.4;-0.05;-0.5;-0.5;101;nd;-0.5
7833;Mayo;Glencastle GC1Deep;76190;327250;;IE_WE_G_0057_2200_0023;18/06/12;6.3;10.3;0.2;41;60;-0.026;-0.007;-0.36;0.017;-1.5;16;47;0.2;63;36.9;4.8;10.8;37;-10;31;13;-5;-1;-1;-1;12;-0.5;0.4;-0.5;29;0.7;0.6;-0.05;-0.5;1.1;123;nd;-0.5
7834;Mayo;Glencastle GC2Shallow;76230;327570;;IE_WE_G_0057_2200_0024;18/06/12;7.3;11;1.7;64;140;-0.026;-0.007;0.49;-0.015;2.9;17;53;0.2;19;28.1;7.6;11.3;79.1;-10;5;11;-5;-1;-1;1;2;-0.5;-0.1;-0.5;180;-0.5;2.9;-0.05;-0.5;1.6;226;nd;-0.5
7835;Mayo;Glencastle GC2Transition;76230;327570;;IE_WE_G_0057_2200_0025;18/06/12;7;11.3;0.1;32;116;0.091;-0.007;-0.36;0.022;2.6;17;53;0.2;21;28.2;4.6;10;70.8;453;761;10;-5;-1;-1;3;4;-0.5;0.1;-0.5;68;-0.5;0.8;-0.05;0.5;1.4;140;nd;-0.5
7836;Mayo;Glencastle GC2Deep;76230;327570;;IE_WE_G_0057_2200_0026;18/06/12;8.2;10.8;0.7;58;76;-0.026;-0.007;-0.36;-0.015;-1.5;12;51;1;35;42.6;5.4;17.3;26.6;11;-1;22;-5;-1;1;1;5;1.8;-0.1;2.1;86;0.5;4.5;-0.05;-0.5;12.4;1630;nd;-0.5
7837;Mayo;Glencastle GC2Subsoil;76230;327570;;IE_WE_G_0057_2200_0031;18/06/12;5.8;11.3;0.2;-45;34;0.228;-0.007;-0.36;0.432;8.3;18;55;-0.2;13;31.9;1.6;5.53;6.8;19400;581;-10;61;1;2;-1;1;3.1;-0.1;-0.5;28;0.6;-0.1;-0.05;2.8;-0.5;43;nd;-0.5
7838;Mayo;Drum Binghamstown;67354;331737;;IE_WE_G_0065_2200_0010;18/06/12;7.5;10.7;5.5;-55;162;0.273;0.049;4.1;0.035;4.8;4;59;0.2;14;34.8;3.3;8.97;97.8;32;15;24;-5;-1;-1;1;17;0.6;-0.1;-0.5;10;-0.5;0.2;-0.05;-0.5;-0.5;755;nd;-0.5
7839;Louth;Collon ;300232;281683;;IE_EA_G_0010_2100_0004;19/06/12;6.7;10.7;6.2;218;101;-0.026;-0.007;16.08;-0.015;1.5;13;26;-0.2;23;14.9;10.7;13;57;-10;1;27;-5;-1;-1;3;15;-0.5;-0.1;-0.5;203;-0.5;0.3;nd;-0.5;-0.5;196;nd;-0.5
7840;Louth;Sheepgrange;301927;277503;;IE_EA_G_0010_2100_0008;19/06/12;7.3;11;4.3;158;121;-0.026;-0.007;27.68;0.024;-1.5;11;26;-0.2;16;15;1;14;79.3;-10;-1;15;-5;-1;-1;1;6;-0.5;-0.1;-0.5;35;-0.5;0.5;-0.05;-0.5;-0.5;167;nd;-0.5
7841;Louth;Tullyallen;302126;277842;;IE_EA_G_0010_2100_0009;19/06/12;7;11.7;3.9;196;121;-0.026;-0.007;20.64;-0.015;1.7;13;29;-0.2;21;16.9;2.6;19.4;61.6;-10;-1;22;-5;-1;-1;5;10;-0.5;-0.1;-0.5;26;-0.5;0.6;-0.05;-0.5;-0.5;176;nd;-0.5
7842;Louth;Ballymakenny;309129;277111;;IE_EA_G_0025_2100_0002;19/06/12;7.1;12;0.4;109;139;-0.026;-0.007;4.65;0.051;-1.5;10;23;-0.2;19;18;1.5;10.9;85.4;-10;10;31;-5;-1;1;1;4;0.9;0.1;-0.5;10;-0.5;2.4;-0.05;-0.5;-0.5;198;nd;-0.5
7843;Louth;Drybridge ;306127;276045;;IE_EA_G_0025_2100_0005;19/06/12;7.1;10.1;5.7;159;142;-0.026;-0.007;12.27;0.05;2.8;9;29;-0.2;17;20.1;3.8;8.4;83.7;-10;1;22;-5;-1;6;4;14;-0.5;-0.1;-0.5;45;-0.5;0.5;0.06;-0.5;-0.5;148;nd;-0.5
7844;Kerry;FBH1  Flesk River study catchment;99918;89303;;IE_SW_G_0048_1300_0002;19/06/12;7.3;11.2;5;268;131;-0.026;-0.007;9.39;nd;-1.5;6;18;-0.2;8;18.4;1.9;5.65;74.5;-10;1;12;-5;-1;-1;1;3;-0.5;-0.1;-0.5;10;-0.5;1.8;-0.05;-0.5;-0.5;68;nd;-0.5
7845;Kerry;FBH9  Flesk River study catchment;99016;89797;;IE_SW_G_0048_1300_0007;19/06/12;7.7;10.1;6.8;244;106;-0.026;-0.007;9.92;0.016;-1.5;10;20;-0.2;8;14.1;0.8;6.03;68.4;-10;1;11;-5;-1;-1;1;4;-0.5;-0.1;-0.5;6;-0.5;1.3;-0.05;-0.5;-0.5;78;nd;-0.5
7846;Mayo;Glencastle GC3Shallow;76420;327850;;IE_WE_G_0057_2200_0027;19/06/12;7.2;11.2;1;62;171;0.05;-0.007;-0.36;-0.015;4.5;11;55;-0.2;23;37.4;3.3;33.5;51.3;157;1920;25;-5;-1;1;-1;3;-0.5;-0.1;-0.5;27;-0.5;3.2;-0.05;-0.5;-0.5;167;nd;-0.5
7847;Mayo;Glencastle GC3Transition;76420;327850;;IE_WE_G_0057_2200_0028;19/06/12;6.5;12;0.1;46;101;0.119;-0.007;-0.36;0.035;6.9;15;46;-0.2;19;29.4;9;22.6;31;1460;2700;16;12;-1;4;1;2;0.8;-0.1;-0.5;33;-0.5;0.4;-0.05;1.6;-0.5;140;nd;-0.5
7848;Mayo;Glencastle GC3Deep;76420;327850;;IE_WE_G_0057_2200_0029;19/06/12;7.6;11.3;0.1;119;178;-0.026;-0.007;-0.36;-0.015;4.5;11;56;-0.2;22;42.8;4.1;32.4;58.6;-10;138;33;-5;-1;-1;1;14;-0.5;-0.1;-0.5;58;-0.5;7.3;-0.05;-0.5;-0.5;193;nd;-0.5
7849;Mayo;Glencastle GC3Subsoil;76420;327850;;IE_WE_G_0057_2200_0030;19/06/12;6.4;13.2;0.1;-107;87;0.316;-0.007;-0.36;0.059;10.2;12;39;-0.2;13;20.6;4.6;13.4;39.5;12000;844;14;32;1;2;-1;1;1.7;-0.1;-0.5;59;-0.5;0.1;-0.05;1;-0.5;212;nd;-0.5
7850;Mayo;Glencastle SW1;76403;327888;;IE_WE_G_0057_2200_0032;19/06/12;7.6;13.2;10.6;-29;29;-0.026;-0.007;-0.36;-0.015;7.1;7;36;-0.2;6;21.7;1.6;6.22;11.1;633;42;12;15;-1;1;-1;31;-0.5;-0.1;-0.5;6;-0.5;0.3;-0.05;-0.5;-0.5;42;nd;-0.5
7851;Cork;Dripsey DR1Shallow 2;147960;81370;;04_030;20/06/12;7.2;10.4;0.5;97;173;0.037;0.056;9.98;-0.015;2.1;11;21;-0.2;9;20.9;36.5;11;66.5;91;78;-10;-5;-1;-1;1;1;1.9;-0.1;-0.5;71;-0.5;18.8;-0.05;-0.5;0.8;204;nd;-0.5
7852;Wicklow;Kerry Foods - Shillelagh;299382;167795;;IE_SE_G_0011_3400_0007;20/06/12;6.5;11.7;7.3;231;43;0.041;-0.007;13.02;0.045;2.5;10;37;-0.2;22;27.7;3.2;5.76;26;21;18;24;-5;-1;2;4;10;1.2;-0.1;-0.5;14;-0.5;0.2;nd;3.1;-0.5;112;nd;-0.5
7853;Carlow;Leighlinbridge WS (BH 1);268401;165250;;IE_SE_G_0157_0100_0005;20/06/12;7.3;14;1.8;155;106;-0.026;-0.007;3.9;-0.015;-1.5;8;35;0.2;20;21.2;1.1;18.5;66;-10;1;15;-5;-1;-1;1;3;-0.5;-0.1;-0.5;3;-0.5;2.2;-0.05;-0.5;-0.5;217;nd;-0.5
7854;Carlow;Baganelstown PWS (BHC);270891;161940;;IE_SE_G_0160_0100_0001;20/06/12;7.1;10.9;8.4;194;176;-0.026;-0.007;21.08;0.017;-1.5;9;21;-0.2;22;12.5;2.9;17.4;105;-10;1;29;-5;-1;-1;1;5;-0.5;-0.1;-0.5;12;-0.5;4.2;-0.05;-0.5;-0.5;143;nd;-0.5
