ID;County;Site_Name;Easting;Northing;Depth;New_Code;Sample_Date;pH;T;O(0);Eh;Alkalinity;N(-3);N(3);N(5);P;C(-4);Si;Cl;F;S(6);Na;K;Mg;Ca;Fe;Mn;B;Al;Cr;Ni;Cu;Zn;As;Cd;Sb;Ba;Pb;U;Hg;Co;Mo;Sr;Ag;Be
7855;Kilkenny;Paulstown;266049;157289;;IE_SE_G_0165_1500_0014;20/06/12;6.9;10.9;6.9;118;138;0.058;-0.007;20.02;0.016;2.1;6;24;-0.2;15;12.5;2.9;9.38;111;-10;1;27;5;-1;-1;1;5;-0.5;-0.1;-0.5;12;-0.5;0.9;-0.05;-0.5;-0.5;122;nd;-0.5
7856;Cork;Dripsey DR1Shallow;147960;81370;;IE_SW_G_0004_0500_0029;20/06/12;7.1;10.4;1.5;74;140;0.027;-0.007;2.44;0.015;5.5;8;31;-0.2;10;14.8;8.5;7.74;81.3;-10;14;11;-5;-1;-1;2;2;0.7;-0.1;-0.5;12;-0.5;3.2;-0.05;-0.5;-0.5;172;nd;-0.5
7857;Cork;Dripsey DR1Deep;147960;81370;;IE_SW_G_0004_0500_0031;20/06/12;7.7;10.4;0.1;87;87;-0.026;0.062;9.35;-0.015;-1.5;11;34;-0.2;8;23;9.2;5.16;42.6;-10;18;10;-5;-1;-1;-1;2;17.7;-0.1;0.9;149;-0.5;13;-0.05;-0.5;3.7;565;nd;-0.5
7858;Cork;Dripsey DR2Shallow;147930;81440;;IE_SW_G_0004_0500_0032;20/06/12;6.6;10.5;8;67;89;-0.026;-0.007;25.24;0.016;2;5;18;-0.2;8;10.4;1.7;6.07;37.8;61;17;-10;-5;-1;-1;1;1;0.5;-0.1;-0.5;15;1.1;0.4;-0.05;-0.5;-0.5;100;nd;-0.5
7859;Cork;Dripsey DR2Transition;147930;81440;;IE_SW_G_0004_0500_0033;20/06/12;6.2;10.8;8.7;69;31;-0.026;-0.007;18.87;-0.015;3.4;2;12;-0.2;4;7;4.6;4.21;19.3;-10;3;11;10;-1;-1;2;1;-0.5;-0.1;-0.5;7;-0.5;-0.1;-0.05;-0.5;-0.5;19;nd;-0.5
7860;Cork;Dripsey DR2Deep;147930;81440;;IE_SW_G_0004_0500_0034;20/06/12;8.8;10.2;2.9;105;37;-0.026;-0.007;16.21;-0.015;-1.5;10;21;-0.2;18;21.7;35.4;2.3;11.9;18;2;-10;12;-1;-1;1;-1;102;-0.1;6.2;44;-0.5;5.8;-0.05;-0.5;2.5;104;nd;-0.5
7861;Cork;Dripsey DR3Shallow;147910;81550;;IE_SW_G_0004_0500_0035;20/06/12;6;10.1;0.2;62;31;0.254;-0.007;-0.36;0.532;2.1;9;13;-0.2;14;8.9;0.9;4.25;13.5;12200;8630;-10;-5;-1;2;1;1;20;-0.1;-0.5;19;-0.5;-0.1;-0.05;11;-0.5;51;nd;-0.5
7862;Cork;Dripsey DR3Transition;147910;81550;;IE_SW_G_0004_0500_0036;20/06/12;5.6;9.9;0.3;81;21;0.042;0.033;8.81;-0.015;4.8;4;13;-0.2;11;8.5;0.4;5.07;15.3;38;722;-10;-5;-1;1;1;2;-0.5;0.3;-0.5;26;-0.5;0.1;-0.05;1.5;-0.5;47;nd;-0.5
7863;Cork;Dripsey DR3Deep;147910;81550;;IE_SW_G_0004_0500_0037;20/06/12;6.7;10.2;0.1;68;101;0.053;0.007;2.43;0.028;-1.5;15;14;-0.2;6;14.6;0.8;8.42;45;29;207;-10;-5;-1;-1;-1;1;0.7;-0.1;-0.5;3;-0.5;2.1;-0.05;-0.5;-0.5;87;nd;-0.5
7864;Cork;Dripsey DR3Subsoil;147910;81550;;IE_SW_G_0004_0500_0038;20/06/12;6.1;11;1;84;73;3.069;-0.007;-0.36;0.404;14.3;6;16;-0.2;4;9.7;5.4;4.01;19.8;29200;3470;12;75;1;17;1;4;27.4;-0.1;-0.5;56;-0.5;0.1;-0.05;5.6;-0.5;43;nd;-0.5
7865;Cork;Dripsey SW1;147910;81556;;IE_SW_G_0004_0500_0040;20/06/12;6.6;11.5;8.8;159;28;0.106;0.138;14.21;0.042;6.7;6;16;-0.2;9;9.2;3.5;6.09;20;230;173;12;19;-1;1;2;4;1.7;-0.1;-0.5;10;-0.5;0.4;-0.05;0.6;-0.5;52;nd;-0.5
7866;Galway;New Village NV1Shallow1;109810;244660;;IE_WE_G_0006_1200_0022;20/06/12;7.4;10.9;0.1;-124;239;0.04;-0.007;-0.36;-0.015;6.5;22;23;-0.2;-2;24.5;2.7;26;95.4;1340;297;13;-5;-1;1;-1;1;1.9;-0.1;-0.5;1700;-0.5;132;-0.05;-0.5;1.1;633;nd;-0.5
7867;Galway;New Village NV1Transition;109810;244660;;IE_WE_G_0006_1200_0023;20/06/12;6.4;13.7;3.3;-68;52;0.215;-0.007;-0.36;-0.015;11.5;9;17;-0.2;8;11.2;1.7;3.48;27.7;4980;534;-10;147;1;1;-1;2;1.9;-0.1;-0.5;1060;0.8;5.5;-0.05;4.5;1;127;nd;-0.5
7868;Galway;New Village NV1Deep;109810;244660;;IE_WE_G_0006_1200_0024;20/06/12;7.3;10.7;0.2;86;195;0.026;-0.007;-0.36;-0.015;2;21;20;-0.2;4;30.1;1.5;27.4;102;-10;633;22;-5;-1;-1;-1;1;-0.5;-0.1;-0.5;670;-0.5;226;-0.05;-0.5;4.1;3340;nd;-0.5
7869;Galway;New Village NV2Shallow;110020;244190;;IE_WE_G_0006_1200_0025;20/06/12;6.4;11.3;0.1;-11;40;0.07;-0.007;-0.36;-0.015;2.9;8;39;-0.2;12;24.2;0.8;5.25;17.2;1380;2610;-10;-5;-1;3;-1;3;-0.5;-0.1;-0.5;1220;-0.5;0.2;-0.05;5.8;-0.5;118;nd;-0.5
7870;Galway;New Village NV2Transition;110020;244190;;IE_WE_G_0006_1200_0026;20/06/12;5.7;15.3;1.4;-11;10;0.307;-0.007;-0.36;-0.015;15.3;9;18;-0.2;4;10.4;1;2.34;3.8;6880;348;13;439;2;2;-1;3;2.1;-0.1;-0.5;479;0.8;0.4;-0.05;1.5;-0.5;36;nd;-0.5
7871;Galway;New Village NV2Deep;110020;244190;;IE_WE_G_0006_1200_0027;20/06/12;7.5;10.8;0.1;-53;126;-0.026;-0.007;-0.36;-0.015;2.2;16;31;-0.2;4;18;4.1;17.8;58.5;97;304;12;-5;-1;-1;-1;1;-0.5;-0.1;-0.5;815;-0.5;52.4;-0.05;-0.5;1.1;2780;nd;-0.5
7872;Galway;New Village NV3Shallow;110380;243950;;IE_WE_G_0006_1200_0028;20/06/12;6.7;10.8;0.1;-83;61;0.212;-0.007;-0.36;-0.015;11.5;15;21;-0.2;-2;14;0.8;4.5;38.9;13000;1760;-10;30;-1;-1;-1;1;6.3;-0.1;-0.5;3290;-0.5;8.7;-0.05;1.7;-0.5;860;nd;0.7
7873;Galway;New Village NV3Transition;110380;243950;;IE_WE_G_0006_1200_0029;20/06/12;6.3;12.3;0.2;-2;63;0.616;-0.007;-0.36;-0.015;16.5;15;16;-0.2;6;12.7;2;5.26;41.6;10100;1150;-10;62;-1;2;5;2;7.2;-0.1;-0.5;2100;-0.5;18.1;-0.05;5.4;-0.5;487;nd;-0.5
7874;Galway;New Village NV3Deep;110380;243950;;IE_WE_G_0006_1200_0030;20/06/12;7.5;10.9;3;13;198;0.063;-0.007;-0.36;-0.015;1.8;17;22;-0.2;4;20.8;2.5;43.9;63.1;-10;-1;13;-5;-1;-1;1;1;-0.5;-0.1;-0.5;543;-0.5;185;-0.05;-0.5;0.8;1740;nd;-0.5
7875;Galway;New Village NV1Shallow2;109810;244660;;IE_WE_G_0006_1200_0031;20/06/12;7.3;11.4;0.1;-91;234;0.032;-0.007;-0.36;-0.015;6.9;22;25;0.2;-2;24.4;3.8;20.9;103;1370;710;11;-5;-1;-1;-1;1;1.9;-0.1;-0.5;2680;0.7;100;-0.05;-0.5;1.3;646;nd;-0.5
7876;Galway;New Village SW1;111047;243987;;IE_WE_G_0006_1200_0032;20/06/12;6.4;14.9;9.5;30;-7;-0.026;-0.007;-0.36;-0.015;13.3;1;11;-0.2;2;7.7;-0.3;0.91;1.6;469;30;-10;87;-1;-1;-1;100;-0.5;-0.1;-0.5;42;-0.5;0.3;-0.05;-0.5;-0.5;21;nd;-0.5
7877;Wicklow;Bulford Farm;329175;207821;;IE_EA_G_0036_3400_0004;21/06/12;7.3;13.4;3;260;155;-0.026;-0.007;14.88;-0.015;-1.5;12;25;-0.2;28;15.3;1.1;12.3;95.8;19;-1;18;-5;-1;-1;33;25;-0.5;-0.1;-0.5;30;-0.5;1.9;-0.05;-0.5;0.7;292;nd;-0.5
7878;Wicklow;Redcross;324727;183707;;IE_EA_G_0076_3400_0010;21/06/12;6.1;12.5;5.7;378;26;-0.026;-0.007;30.38;0.025;-1.5;15;19;-0.2;7;16.7;0.9;6.91;16.9;-10;-1;10;-5;-1;1;10;62;0.9;-0.1;-0.5;2;0.7;-0.1;nd;-0.5;-0.5;53;nd;-0.5
7879;Wicklow;Roundwood (Ashtown);318268;203007;;IE_EA_G_0076_3400_0011;21/06/12;5.7;9.9;7.7;330;16;-0.026;-0.007;21.48;-0.015;-1.5;9;12;-0.2;5;7.6;1.3;6.75;10.3;-10;7;-10;-5;-1;1;10;10;-0.5;-0.1;-0.5;1;0.7;-0.1;-0.05;-0.5;-0.5;59;nd;-0.5
7880;Wexford;Coolgreaney WS;318817;170326;;IE_SE_G_0075_3300_0003;21/06/12;6.2;11.6;7.6;753;43;-0.026;-0.007;22.76;0.031;-1.5;10;19;0.2;11;34.2;1.3;8.66;20;26;4;14;14;-1;-1;5;19;-0.5;-0.1;-0.5;2;-0.5;0.1;-0.05;-0.5;-0.5;79;nd;-0.5
7881;Cork;Banteer PWS (Poulgorm Spring);140013;98706;;IE_SW_G_0018_0500_0004;21/06/12;7.1;10.6;3.1;132;129;-0.026;0.007;11.9;-0.015;-1.5;7;18;-0.2;5;11.1;1.5;4.19;82.4;-10;5;12;-5;-1;-1;-1;1;-0.5;-0.1;-0.5;12;-0.5;0.8;-0.05;-0.5;-0.5;87;nd;-0.5
7882;Cork;Allow RWSS (BH1);139355;113873;;IE_SW_G_0070_0500_0001;21/06/12;6.9;11.4;9.5;104;90;0.083;0.007;-0.36;-0.015;-1.5;16;22;-0.2;10;21.1;3.1;13;33.9;414;359;31;-5;-1;1;-1;21;-0.5;-0.1;-0.5;12;-0.5;-0.1;-0.05;0.7;-0.5;305;nd;-0.5
7883;Cork;Millstreet PWS (Finnow Spring);126029;90948;;IE_SW_G_0070_0500_0021;21/06/12;7.4;11.3;6.3;139;76;-0.026;-0.007;5.62;-0.015;-1.5;11;14;-0.2;3;10.3;0.7;5.24;41.3;-10;15;-10;-5;-1;-1;-1;3;-0.5;-0.1;-0.5;18;-0.5;0.6;-0.05;0.8;-0.5;65;nd;-0.5
7884;Cork;Mountnorth PWS;150670;102721;;IE_SW_G_0082_0500_0023;21/06/12;7;11.5;3.9;129;173;-0.026;-0.007;16.25;-0.015;-1.5;7;21;-0.2;13;11;2.4;11.2;109;-10;3;13;-5;-1;-1;4;13;-0.5;-0.1;-0.5;8;-0.5;1.3;-0.05;-0.5;-0.5;114;nd;-0.5
7885;Wicklow;Gormanstown USC;288651;203368;;IE_EA_G_0003_1400_0006;25/06/12;7;9.7;7.8;710;207;-0.026;-0.007;15.28;0.057;-1.5;8;13;-0.2;8;9.6;3.8;6.79;130;-10;-1;-10;-5;-1;-1;6;3;-0.5;-0.1;-0.5;32;-0.5;0.9;-0.05;-0.5;-0.5;215;nd;-0.5
7886;Wicklow;Baltinglass PWS (Tinoran);285398;188862;;IE_SE_G_0011_3400_0001;25/06/12;6;10.8;8.8;203;43;-0.026;-0.007;21.26;0.015;-1.5;18;20;-0.2;10;13.4;1.6;4.49;28.1;-10;-1;-10;-5;-1;1;22;41;1.6;-0.1;-0.5;47;3.7;0.1;-0.05;-0.5;-0.5;93;nd;-0.5
7887;Kildare;Athy UDWS (Townparks BH);267944;194518;;IE_SE_G_0160_1400_0001;25/06/12;7.1;11;2.2;514;193;-0.026;-0.007;15.54;-0.015;-1.5;7;43;-0.2;28;17.7;1.5;23.1;105;-10;1;30;-5;-1;-1;2;9;-0.5;-0.1;-0.5;16;-0.5;1.5;-0.05;-0.5;-0.5;208;nd;-0.5
7888;Kildare;Lippstown/Narraghmore GWS;279809;198094;;IE_SE_G_0173_1400_0008;25/06/12;6.9;11.4;5.8;282;242;-0.026;-0.007;16.78;nd;2.3;9;15;-0.2;12;9.2;3.1;16.9;135;-10;-1;25;-5;-1;-1;13;20;-0.5;-0.1;-0.5;87;0.6;1.2;-0.05;-0.5;-0.5;198;nd;-0.5
7889;Limerick;Glin;113117;146507;;IE_SH_G_0030_3600_0011;25/06/12;7;12.1;0.1;38;127;-0.026;-0.007;-0.36;0.04;-1.5;14;25;0.2;8;55.1;1;11.4;31.2;812;389;61;-5;-1;-1;-1;12;1.5;-0.1;-0.5;57;-0.5;-0.1;-0.05;-0.5;0.6;685;nd;-0.5
7890;Limerick;Ballyagran;147010;128080;;IE_SH_G_0046_3600_0001;25/06/12;7;11.4;2.9;62;200;-0.026;-0.007;5.27;0.021;-1.5;9;22;-0.2;10;13;2.9;18;102;-10;-1;17;-5;-1;3;-1;2;0.6;-0.1;-0.5;19;-0.5;2.5;0.07;-0.5;-0.5;192;nd;-0.5
7891;Limerick;Dromcolligher (Tobergall/SWRWSS);131550;127780;;IE_SH_G_0190_3600_0009;25/06/12;7.2;13.5;2.3;76;162;-0.026;-0.007;2.88;-0.015;-1.5;8;20;-0.2;11;13.3;0.9;19.8;73.9;-10;5;12;-5;-1;-1;-1;1;-0.5;-0.1;-0.5;7;1.8;2.6;-0.05;-0.5;-0.5;234;nd;-0.5
7892;Meath;Enfield Bore;278141;241368;;IE_EA_G_0002_2300_0004;26/06/12;7;11.1;0.9;2;181;0.22;-0.007;-0.36;0.037;-1.5;9;13;0.3;25;15.3;1.3;10.1;102;1060;372;34;-5;-1;4;3;19;2.4;-0.1;-0.5;108;-0.5;0.3;-0.05;-0.5;2.5;2290;nd;-0.5
7893;Offaly;Edenderry  Kishawanny Bridge;264619;233419;;IE_EA_G_0002_2500_0006;26/06/12;7;14.2;0.4;158;188;-0.026;0.007;1.63;-0.015;2.7;15;35;0.3;43;25.3;1.8;18.4;98.6;12;124;31;-5;-1;3;3;15;-0.5;0.2;-0.5;74;-0.5;1;-0.05;-0.5;1.5;504;nd;-0.5
7894;Meath;Longwood;273048;245619;;IE_EA_G_0018_2300_0010;26/06/12;7;12.8;1.4;160;173;-0.026;-0.007;4.12;-0.015;-1.5;11;16;0.3;20;11.3;1;19;85.8;-10;-1;20;-5;-1;17;2;47;0.8;-0.1;0.7;13;-0.5;0.9;-0.05;-0.5;-0.5;552;nd;-0.5
7895;Offaly;Clonbulloge WS;260780;223655;;IE_SE_G_0048_2500_0004;26/06/12;7;14.7;1.4;191;188;0.027;-0.007;11.74;0.025;-1.5;9;18;-0.2;11;8.6;1.1;17.4;96.1;-10;1;14;-5;1;-1;1;5;0.5;-0.1;-0.5;23;-0.5;1.1;-0.05;-0.5;0.5;246;nd;-0.5
7896;Offaly;Walsh Island PWS (Coolagarry BH);252172;221093;;IE_SE_G_0116_2500_0015;26/06/12;6.8;10.6;6.9;204;220;-0.026;-0.007;20.5;-0.015;1.5;7;16;-0.2;12;7.9;0.9;17.7;132;-10;-1;19;-5;-1;-1;4;9;-0.5;-0.1;-0.5;25;-0.5;0.6;0.22;-0.5;-0.5;150;nd;-0.5
7897;Cork;Carraignabhfear PWS;167289;82105;;IE_SW_G_0004_0500_0005;26/06/12;5.9;11.4;6.7;149;44;-0.026;-0.007;33.04;0.033;-1.5;10;18;-0.2;14;12;1.1;8.34;28.5;-10;-1;14;-5;-1;-1;8;10;3.5;-0.1;-0.5;123;0.6;0.1;-0.05;-0.5;-0.5;83;nd;-0.5
7898;Cork;Watergrasshill PWS;178447;83981;;IE_SW_G_0004_0500_0028;26/06/12;5.6;10.6;7;140;12;-0.026;-0.007;5.23;-0.015;-1.5;5;12;-0.2;5;8.5;0.5;1.85;6.5;-10;2;-10;6;-1;-1;-1;2;-0.5;-0.1;-0.5;5;-0.5;-0.1;-0.05;0.8;-0.5;18;nd;-0.5
7899;Cork;Cloyne PWS;191880;67175;;IE_SW_G_0028_0500_0009;26/06/12;7;11.5;4.7;193;173;-0.026;-0.007;25.29;-0.015;-1.5;7;36;-0.2;20;18.5;2.1;7.94;110;-10;6;18;-5;-1;-1;3;8;-0.5;-0.1;-0.5;3;-0.5;0.6;-0.05;-0.5;-0.5;142;nd;-0.5
7900;Cork;Whitegate PWS (Dower Spring);197985;72941;;IE_SW_G_0058_0500_0026;26/06/12;7.2;11;5.8;161;116;-0.026;-0.007;28.34;0.016;1.7;6;30;-0.2;13;16.4;3;8.61;75.6;-10;2;24;-5;-1;-1;-1;2;-0.5;-0.1;-0.5;7;-0.5;0.4;-0.05;-0.5;-0.5;118;nd;-0.5
7901;Cork;Crookstown (BH3);143100;66200;;IE_SW_G_0094_0500_0012;26/06/12;6.2;11.2;3.6;142;43;-0.026;-0.007;18.33;0.039;-1.5;5;15;-0.2;12;9;2.9;4.84;25.3;-10;-1;22;-5;-1;-1;4;9;-0.5;-0.1;-0.5;16;-0.5;-0.1;-0.05;-0.5;-0.5;43;nd;-0.5
7902;Cork;Ballinatona (Spring1);128306;112340;;IE_SW_G_0070_0500_0002;27/06/12;0;nd;nd;-;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;12.2;0.8;7.68;85.6;18;3;-10;-5;-1;-1;5;8;-0.5;-0.1;-0.5;14;-0.5;2;-0.05;-0.5;-0.5;169;nd;-0.5
7903;Tipperary North;Thurles WS (Creamery Well);212599;159150;;22_008;04/07/12;6.9;11.8;3.01;162;190;-0.026;0.024;19.05;0.019;-1.5;7;24;-0.2;20;12;3.7;26.4;106;-10;4;20;-5;-1;1;1;70;0.5;-0.1;-0.5;158;-0.5;1;-0.05;-0.5;-0.5;153;nd;-0.5
7904;Donegal;Gortinlieve GO1Deep;235710;417580;;IE_NW_G_0051_0600_0007;04/07/12;6.9;9.2;0.61;241;159;-0.026;0.014;-0.36;-0.015;7.4;19;38;-0.2;11;20.8;1.5;5.22;94.8;11;1260;-10;-5;-1;2;6;97;-0.5;-0.1;-0.5;121;-0.5;2.5;-0.05;-0.5;-0.5;512;nd;-0.5
7905;Donegal;Gortinlieve GO1Shallow;235710;417580;;IE_NW_G_0051_0600_0008;04/07/12;6.4;9.7;0.78;67;88;0.14;-0.007;-0.36;nd;5.8;21;44;-0.2;7;30.6;0.9;2.57;46.5;221;4580;-10;-5;-1;5;6;14;1.5;0.2;-0.5;140;1.2;1.2;-0.05;5.9;-0.5;334;nd;-0.5
7906;Donegal;Gortinlieve GO1Transition;235710;417580;;IE_NW_G_0051_0600_0009;04/07/12;5.6;13.1;5;57;20;-0.026;-0.007;1.2;-0.015;8.2;3;21;-0.2;5;13.5;0.6;1.41;7.9;56;27;11;398;1;2;7;3;-0.5;-0.1;-0.5;8;0.5;-0.1;-0.05;1.1;-0.5;31;nd;-0.5
7907;Donegal;Gortinlieve GO2Deep;235920;417090;;IE_NW_G_0051_0600_0010;04/07/12;7.2;11.5;0.12;73;95;-0.026;0.009;4.19;-0.015;-1.5;13;30;-0.2;21;17.5;1.7;10.7;53.4;-10;747;-10;-5;-1;-1;2;1;-0.5;-0.1;-0.5;17;-0.5;2.5;-0.05;-0.5;-0.5;118;nd;-0.5
7908;Donegal;Gortinlieve GO2Shallow;235920;417090;;IE_NW_G_0051_0600_0012;04/07/12;6.6;11;0.11;94;117;0.044;0.007;-0.36;nd;2.7;12;31;-0.2;25;19.5;2.2;8.98;73.2;47;3120;32;5;-1;-1;12;6;-0.5;0.1;-0.5;6;-0.5;0.7;-0.05;5.1;-0.5;117;nd;-0.5
7909;Donegal;Gortinlieve GO2Transition;235920;417090;;IE_NW_G_0051_0600_0013;04/07/12;6.1;12.3;0.19;86;70;0.059;0.024;1.56;0.038;7.5;8;20;-0.2;17;12.8;6.8;4.11;45.5;244;209;44;23;-1;1;5;2;-0.5;-0.1;-0.5;13;-0.5;0.2;-0.05;2.4;-0.5;164;nd;-0.5
7910;Donegal;Gortinlieve GO3Deep;236140;416680;;IE_NW_G_0051_0600_0014;04/07/12;7.6;10.4;0.07;56;116;-0.026;0.005;-0.36;-0.015;-1.5;14;23;0.2;19;17.5;0.8;13.8;58.8;-10;276;11;-5;-1;-1;1;1;0.5;-0.1;-0.5;25;-0.5;2.3;-0.05;-0.5;-0.5;194;nd;-0.5
7911;Donegal;Gortinlieve GO3Shallow;236140;416680;;IE_NW_G_0051_0600_0015;04/07/12;7.5;10.7;0.07;77;124;-0.026;-0.007;-0.36;-0.015;-1.5;14;25;-0.2;21;17.8;1.4;15.9;62.7;-10;43;13;-5;-1;-1;5;10;1.9;-0.1;-0.5;19;-0.5;1.8;-0.05;-0.5;-0.5;201;nd;-0.5
7912;Donegal;Gortinlieve GO3Transition;236140;416680;;IE_NW_G_0051_0600_0016;04/07/12;7.3;10.4;0.12;48;155;-0.026;0.007;-0.36;-0.015;-1.5;15;27;-0.2;20;16.7;1;18.5;77.2;50;599;-10;-5;-1;-1;2;1;1;-0.1;-0.5;20;-0.5;2.1;-0.05;0.7;-0.5;250;nd;-0.5
7913;Donegal;Gortinlieve GO3Subsoil;236140;416680;;IE_NW_G_0051_0600_0017;04/07/12;5.8;12.2;2.24;4;43;0.155;-0.007;-0.36;-0.015;8.8;12;15;-0.2;18;9.8;1.2;2.72;34.5;1980;342;10;143;1;3;2;1;1.3;-0.1;-0.5;13;-0.5;0.2;-0.05;2.2;-0.5;118;nd;-0.5
7914;Donegal;Gortinlieve SW1;236201;416761;;IE_NW_G_0051_0600_0018;04/07/12;7;12.8;9.84;30;51;-0.026;0.012;20;0.037;8.6;5;26;-0.2;10;11.6;3;4.63;27.7;130;15;12;54;-1;2;5;30;-0.5;-0.1;-0.5;11;-0.5;0.2;-0.05;-0.5;-0.5;140;nd;-0.5
7915;Tipperary North;Glenbeha PWS;212268;185299;;IE_SE_G_0114_3700_0003;04/07/12;6.7;12.4;1.66;145;244;-0.026;-0.007;7.04;-0.015;-1.5;6;10;-0.2;7;6.8;2.9;4.24;117;-10;-1;15;-5;-1;-1;7;7;-0.5;-0.1;-0.5;469;-0.5;0.3;-0.05;-0.5;-0.5;149;nd;-0.5
7916;Tipperary South;Inchirourke;227094;162773;;IE_SE_G_0119_3700_0006;04/07/12;6.7;10.9;5.55;195;242;-0.026;-0.007;16.41;-0.015;1.6;6;18;-0.2;13;8.1;2.3;28.5;125;-10;2;29;-5;-1;1;5;11;-0.5;-0.1;-0.5;37;1.6;0.8;-0.05;-0.5;-0.5;121;nd;-0.5
7917;Tipperary North;Bouladuff/Borrisoleigh PWS (BH1);205104;165412;;IE_SE_G_0131_3700_0002;04/07/12;6.8;17.6;3.81;76;234;0.065;0.029;12.49;nd;1.9;7;16;-0.2;11;9.6;3.2;19.8;118;378;12;21;-5;-1;4;1;54;-0.5;-0.1;-0.5;47;1.3;0.4;-0.05;0.6;-0.5;161;nd;-0.5
7918;Tipperary North;Kilmakill;220099;161200;;IE_SE_G_0131_3700_0004;04/07/12;6.7;10.1;6.06;173;244;-0.026;0.011;21.55;0.039;2.4;5;14;0.2;12;6.9;4;18.1;144;-10;-1;82;-5;-1;-1;3;4;-0.5;-0.1;-0.5;91;-0.5;1.4;-0.05;-0.5;-0.5;154;nd;-0.5
7919;Tipperary North;Templemore WS;210519;174688;;IE_SE_G_0131_3700_0007;04/07/12;7;11;8.93;146;200;-0.026;-0.007;3.94;-0.015;2.2;8;12;0.2;64;8.7;2;15.9;150;-10;-1;30;-5;-1;-1;9;13;-0.5;-0.1;-0.5;123;-0.5;1;-0.05;-0.5;-0.5;622;nd;-0.5
7920;Tipperary South;Toberadorah Springs;207999;149600;;IE_SE_G_0131_3700_0012;04/07/12;6.7;10.4;4.67;155;229;-0.026;0.023;21.4;0.033;3.8;6;15;-0.2;9;8.5;5.5;9.79;139;-10;20;31;-5;-1;-1;1;4;-0.5;-0.1;-0.5;140;-0.5;0.5;-0.05;-0.5;-0.5;162;nd;-0.5
7921;Tipperary North;Thurles WS (Tobernaloo);210067;158326;;IE_SE_G_0158_3700_0009;04/07/12;6.8;13.2;5.9;153;234;-0.026;-0.007;17.29;nd;1.6;6;20;-0.2;13;9.6;2;23.7;124;-10;1;35;-5;-1;-1;6;43;-0.5;-0.1;-0.5;186;0.6;0.8;-0.05;-0.5;-0.5;167;nd;-0.5
7922;Offaly;Shinrone;205456;192981;;IE_SH_G_0205_2500_0013;04/07/12;6.9;11.6;5.63;336;251;-0.026;-0.007;17.05;-0.015;-1.5;7;19;-0.2;16;9.3;2.7;18.6;146;-10;-1;31;-5;-1;1;5;14;-0.5;-0.1;-0.5;190;-0.5;0.8;-0.05;-0.5;-0.5;235;nd;-0.5
7923;Offaly;Dunkerrin  Guilfoyles Well;201592;181176;;IE_SH_G_0251_2500_0005;04/07/12;6.8;10.1;4.85;124;234;-0.026;-0.007;32.01;-0.015;2.1;6;27;-0.2;19;13.9;2.2;9.33;153;-10;-1;23;-5;-1;-1;2;13;-0.5;-0.1;-0.5;66;-0.5;0.9;-0.05;-0.5;-0.5;239;nd;-0.5
7924;Offaly;Moneygall (Busherstown Well);204132;182610;;IE_SH_G_0251_2500_0009;04/07/12;6.9;12.3;6.6;680;227;nd;-0.007;16.96;-0.015;1.8;7;32;-0.2;12;19.8;2.3;12;137;-10;-1;19;-5;-1;-1;7;8;-0.5;-0.1;-0.5;42;-0.5;0.4;-0.05;-0.5;-0.5;179;nd;-0.5
7925;Offaly;Rhode RWSS AToberdaly WS;251735;231669;;IE_SE_G_0049_2500_0012;05/07/12;7;13;4.4;178;181;0.027;0.039;12.44;0.031;-1.5;10;14;0.2;16;8.9;1.8;18;100;-10;-1;16;-5;-1;1;3;455;-0.5;-0.1;-0.5;60;1;0.6;-0.05;-0.5;-0.5;236;nd;-0.5
7926;Tipperary South;Ironmills WS;191468;146927;;IE_SE_G_0131_3700_0009;05/07/12;7;11.7;3.93;622;134;-0.026;-0.007;11.94;-0.015;-1.5;6;15;0.4;7;9.8;1.9;10.8;79.1;-10;-1;14;-5;-1;-1;8;9;-0.5;-0.1;-0.5;599;-0.5;0.8;-0.05;-0.5;-0.5;130;nd;-0.5
7927;Tipperary South;Tipperary Coop Ltd;188799;135500;;IE_SE_G_0131_3700_0011;05/07/12;7.1;11.6;13.39;252;185;-0.026;-0.007;11.07;-0.015;-1.5;9;24;-0.2;18;16.2;2.6;18.3;104;-10;-1;21;-5;-1;-1;1;1;0.6;-0.1;-0.5;106;-0.5;0.6;-0.05;-0.5;-0.5;170;nd;-0.5
7928;Laois;Portarlington PWS (Lough BHA);254062;208593;;IE_SE_G_0153_1600_0010;05/07/12;6.8;11.4;1.55;139;212;-0.026;-0.007;11.29;-0.015;2.2;7;21;0.3;25;11.1;3;13;137;41;4;31;-5;-1;5;10;91;-0.5;-0.1;-0.5;129;3.2;1.6;-0.05;-0.5;-0.5;277;nd;-0.5
7929;Westmeath;Multifarnham;241755;262731;;IE_SH_G_0077_3200_0001;05/07/12;6.7;11.4;5.81;183;178;-0.026;-0.007;11.91;0.03;-1.5;7;13;0.3;9;7.7;0.7;8.49;116;-10;1;11;-5;-1;7;8;44;-0.5;0.4;-0.5;13;1.8;2.4;-0.05;0.7;-0.5;607;nd;-0.5
